id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2109386870,"The impact project provides a solid and scholarly assessment of the impact software engineering research has had on software engineering practice. The assessment takes the form of a series of studies and briefings, each involving literature searches and, where possible, personal interviews.",,,Leon J. Osterweil|Carlo Ghezzi|Jeff Kramer|Alexander L. Wolf,https://openalex.org/A5052855534|https://openalex.org/A5024976868|https://openalex.org/A5101715775|https://openalex.org/A5101585341,https://orcid.org/0000-0002-5407-2646|https://orcid.org/0000-0002-7234-5011||https://orcid.org/0000-0002-4901-1646,US|IT|GB|GB,University of Massachusetts Amherst|Politecnico di Milano|Imperial College London|Imperial College London,https://openalex.org/I24603500|https://openalex.org/I93860229|https://openalex.org/I47508984|https://openalex.org/I47508984,True|False|False|False,cc-by-nc-nd,0.96682922,53,https://openalex.org/I24603500,Determining the Impact of Software Engineering Research on Practice,https://doi.org/10.1109/mc.2008.85,,7.4732,False,en,True,green,Computer,https://openalex.org/P4310320439,IEEE Computer Society,https://openalex.org/S178916657,0018-9162,journal,Scientific Computing and Data Management,2008-03-01,2008,article
https://openalex.org/W2118132917,"In this paper, we introduce the concept of the research-practice gap as it is perceived in the field of software requirements engineering. An analysis of this gap has shown that two key causes for the research-practice gap are lack of effective communication and the relatively light coverage of requirements engineering material in University programmes. We discuss the design and delivery of a masters course in software requirements engineering (SRE) that is designed to overcome some of the issues that have caused the research-practice gap. By encouraging students to share their experiences in a peer learning environment, we aim to improve shared understanding between students (many of whom are current industry practitioners) and researchers (including academic staff members) to improve the potential for effective collaborations, whilst simultaneously developing the requirements engineering skill sets of the enrolled students. Feedback from students in the course is discussed and directions for the future development of the curriculum and learning strategies are given.",,,Andrew M. Connor|Jim Buchan|Krassie Petrova,https://openalex.org/A5113669148|https://openalex.org/A5060814377|https://openalex.org/A5084001909,|https://orcid.org/0000-0003-2777-931X|https://orcid.org/0000-0003-2241-109X,NZ|NZ|NZ,Auckland University of Technology|Auckland University of Technology|Auckland University of Technology,https://openalex.org/I39854758|https://openalex.org/I39854758|https://openalex.org/I39854758,True|False|False,,0.93425978,36,https://openalex.org/I39854758,Bridging the Research-Practice Gap in Requirements Engineering through Effective Teaching and Peer Learning,https://doi.org/10.1109/itng.2009.134,,3.1114,False,en,True,green,,,,,,,Software Engineering Techniques and Practices,2009-01-01,2009,article
https://openalex.org/W2069303713,,,,María Teresa Baldassarre|Danilo Caivano|Giuseppe Visaggio,https://openalex.org/A5022596467|https://openalex.org/A5015407119|https://openalex.org/A5034516366,https://orcid.org/0000-0001-8589-2850|https://orcid.org/0000-0001-5719-7447|https://orcid.org/0000-0001-5258-5328,IT|IT|IT,University of Bari Aldo Moro|University of Bari Aldo Moro|University of Bari Aldo Moro,https://openalex.org/I5561750|https://openalex.org/I5561750|https://openalex.org/I5561750,True|False|False,,0.9388877,26,https://openalex.org/I5561750,Empirical studies for innovation dissemination,https://doi.org/10.1145/2460999.2461020,,3.8701,False,en,False,closed,,,,,,,Open Source Software Innovations,2013-04-14,2013,article
https://openalex.org/W2038453701,,,,Claes Wohlin|Björn Regnell,https://openalex.org/A5037810527|https://openalex.org/A5040743852,https://orcid.org/0000-0003-0460-5253|https://orcid.org/0000-0002-9380-6120,SE|SE,Lund University|Lund University,https://openalex.org/I187531555|https://openalex.org/I187531555,True|False,,0.9464843,55,https://openalex.org/I187531555,Achieving industrial relevance in software engineering education,https://doi.org/10.1109/csee.1999.755175,,4.3376,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,1999-01-01,1999,article
https://openalex.org/W2076941457,,,,Graeme Porte,https://openalex.org/A5038439526,,ES,Universidad de Granada,https://openalex.org/I173304897,True,,0.94443901,43,https://openalex.org/I173304897,Who needs replication?,https://doi.org/10.11139/cj.30.1.10-15,,4.4467,False,en,False,closed,CALICO Journal,https://openalex.org/P4310320355,Equinox Publishing,https://openalex.org/S2764458360,0742-7778,journal,Topic Modeling,2013-01-01,2013,article
https://openalex.org/W2066293754,,,,Dieter Rombach|Marcus Ciolkowski|Ross Jeffery|Oliver Laitenberger|F. E. Mcgarry|Forrest Shull,https://openalex.org/A5111998153|https://openalex.org/A5091380078|https://openalex.org/A5109214357|https://openalex.org/A5012329285|https://openalex.org/A5037169764|https://openalex.org/A5027573308,|https://orcid.org/0000-0001-8494-4794||||,DE|DE|DE|DE|DE|DE,University of Kaiserslautern|University of Kaiserslautern|University of Kaiserslautern|University of Kaiserslautern|University of Kaiserslautern|University of Kaiserslautern,https://openalex.org/I153267046|https://openalex.org/I153267046|https://openalex.org/I153267046|https://openalex.org/I153267046|https://openalex.org/I153267046|https://openalex.org/I153267046,True|False|False|False|False|False,,0.95200474,30,https://openalex.org/I153267046,"Impact of research on practice in the field of inspections, reviews and walkthroughs",https://doi.org/10.1145/1449603.1449609,China Scholarship Council|National Institute of Standards and Technology,4.76965606,False,en,False,closed,ACM SIGSOFT Software Engineering Notes,https://openalex.org/P4310319798,Association for Computing Machinery,https://openalex.org/S186921487,0163-5948,journal,Software Engineering Research,2008-10-31,2008,article
https://openalex.org/W2991300318,,,,Emília Mendes|Katia Romero Felizardo|Claes Wohlin|Marcos Kalinowski,https://openalex.org/A5103878525|https://openalex.org/A5043877845|https://openalex.org/A5037810527|https://openalex.org/A5062526200,|https://orcid.org/0000-0001-9080-4165|https://orcid.org/0000-0003-0460-5253|https://orcid.org/0000-0003-1445-3425,SE|BR|SE|BR,Blekinge Institute of Technology|Universidade Tecnológica Federal do Paraná|Blekinge Institute of Technology|Pontifical Catholic University of Rio de Janeiro,https://openalex.org/I52719799|https://openalex.org/I1283613182|https://openalex.org/I52719799|https://openalex.org/I2699952,True|False|False|False,,0.95151055,17,https://openalex.org/I52719799,Search Strategy to Update Systematic Literature Reviews in Software Engineering,https://doi.org/10.1109/seaa.2019.00061,,4.4089,False,en,False,closed,,,,,,,Software Engineering Research,2019-08-01,2019,article
https://openalex.org/W2080303511,,,,Wolfgang Raschke|Massimiliano Zilli|Johannes Loinig|Reinhold Weiß|Christian Steger|Christian Kreiner,https://openalex.org/A5070598171|https://openalex.org/A5005283767|https://openalex.org/A5073184991|https://openalex.org/A5111468022|https://openalex.org/A5048811541|https://openalex.org/A5081494574,||||https://orcid.org/0000-0002-4441-266X|https://orcid.org/0000-0001-8354-8415,AT|AT||AT|AT|AT,Graz University of Technology|Graz University of Technology||Graz University of Technology|Graz University of Technology|Graz University of Technology,https://openalex.org/I4092182|https://openalex.org/I4092182||https://openalex.org/I4092182|https://openalex.org/I4092182|https://openalex.org/I4092182,True|False|False|False|False|False,,0.87494193,5,https://openalex.org/I4092182,Embedding research in the industrial field,https://doi.org/10.1145/2647648.2647649,"TU Graz, Internationale Beziehungen und Mobilitätsprogramme|Bundesministerium für Verkehr, Innovation und Technologie",1.6361,False,en,False,closed,,,,,,,Advanced Software Engineering Methodologies,2014-09-16,2014,article
https://openalex.org/W2890983471,,,,Katia Romero Felizardo|Anderson Yoshiaki Iwazaki|Érica Ferreira de Souza|Nandamudi L. Vijaykumar|Elisa Yumi Nakagawa,https://openalex.org/A5043877845|https://openalex.org/A5015545976|https://openalex.org/A5050603863|https://openalex.org/A5042368174|https://openalex.org/A5051850325,https://orcid.org/0000-0001-9080-4165|https://orcid.org/0000-0002-3022-8407|https://orcid.org/0000-0002-5425-145X|https://orcid.org/0000-0002-9025-0841|https://orcid.org/0000-0002-7754-4298,BR|BR|BR|BR|BR,Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|Instituto Nacional de Pesquisas Espaciais|Brazilian Society of Computational and Applied Mathematics,https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I80849659|https://openalex.org/I4210131883,True|False|False|False|False,,0.74813512,10,https://openalex.org/I1283613182,Evaluating strategies for forward snowballing application to support secondary studies updates,https://doi.org/10.1145/3266237.3266240,Conselho Nacional de Desenvolvimento Científico e Tecnológico,0.662,False,en,False,closed,,,,,,,Data Quality and Management,2018-09-17,2018,article
https://openalex.org/W2108702395,,,,Padmanabhan Krishnan|Kelvin Ross|Percy Pari-Salas,https://openalex.org/A5091442651|https://openalex.org/A5005588730|https://openalex.org/A5032682921,https://orcid.org/0000-0002-5905-8499|https://orcid.org/0000-0002-9650-2819|,AU|AU|AU,Bond University|Robina Hospital|Bond University,https://openalex.org/I120125038|https://openalex.org/I2800215711|https://openalex.org/I120125038,True|False|False,,0.89046303,9,https://openalex.org/I120125038,Industry Academia Collaboration: An Experience Report at a Small University,https://doi.org/10.1109/cseet.2009.22,,1.5526,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2009-01-01,2009,article
https://openalex.org/W1985863130,,,,Janet M. Kelly|Neil McK. Agnew|Susan Pike,https://openalex.org/A5088592489|https://openalex.org/A5089925630|https://openalex.org/A5073638627,||https://orcid.org/0000-0001-6476-5465,||,,,True|False|False,,0.97981078,36,,The Science Game: An Introduction to Research in the Social Sciences,https://doi.org/10.2307/1318041,,11.0717,False,en,False,closed,Teaching Sociology,https://openalex.org/P4310320017,SAGE Publishing,https://openalex.org/S151245446,0092-055X,journal,Innovative Teaching Methodologies in Social Sciences,1987-04-01,1987,article
https://openalex.org/W2092174801,,,,Stephan J. Lamprecht|Gert‐Jan van Rooyen,https://openalex.org/A5077138320|https://openalex.org/A5073117513,|,|ZA,|Stellenbosch University,|https://openalex.org/I26092322,True|False,,0.83686774,8,,Models for technology research collaboration between industry and academia in South Africa,https://doi.org/10.1109/se.2012.6242350,,0.8041,False,en,False,closed,,,,,,,Innovation Policy and R&D,2012-05-01,2012,article
https://openalex.org/W2985523242,,2190,,Philip J. Morris|Marcelo Masera|Marc Wilikens,https://openalex.org/A5004110785|https://openalex.org/A5001716903|https://openalex.org/A5016779131,https://orcid.org/0000-0002-9648-8981|https://orcid.org/0000-0003-4278-5419|,IT|IT|IT,Joint Research Centre|Joint Research Centre|Joint Research Centre,https://openalex.org/I4210118689|https://openalex.org/I4210118689|https://openalex.org/I4210118689,True|False|False,,0.93188952,33,https://openalex.org/I4210118689,Requirements engineering and industrial uptake,https://doi.org/10.1007/bf02919966,,2.4388,False,en,False,closed,Requirements Engineering,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S207090427,0947-3602,journal,Software Engineering Techniques and Practices,1998-06-01,1998,article
https://openalex.org/W1583646623,,,,Xavier Franch|David Ameller|Claudia Patricia Ayala Martínez|Jordi Cabot,https://openalex.org/A5027686521|https://openalex.org/A5004886437|https://openalex.org/A5043208627|https://openalex.org/A5074872542,https://orcid.org/0000-0001-9733-8830|https://orcid.org/0000-0002-3725-566X||https://orcid.org/0000-0003-2418-2489,ES|ES|ES|,Universitat Politècnica de Catalunya|Universitat Politècnica de Catalunya|Universitat Politècnica de Catalunya|,https://openalex.org/I9617848|https://openalex.org/I9617848|https://openalex.org/I9617848|,True|False|False|False,,0.2011099,3,https://openalex.org/I9617848,Bridging the gap among academics and practitioners in non-functional requirements management: some reflections and proposals for the future,,,0.0,False,en,False,closed,Monsenstein und Vannerdat eBooks,,,https://openalex.org/S4306476151,,ebook platform,Software Engineering Techniques and Practices,2012-01-01,2012,book-chapter
https://openalex.org/W102148539,,,,Teade Punter|Piërre van de Laar,https://openalex.org/A5039545916|https://openalex.org/A5084237138,|https://orcid.org/0009-0008-6113-7672,NL|US|US,Embedded Systems (United States)|Research Institute for Knowledge Systems|Embedded Systems (United States),https://openalex.org/I4210145666|https://openalex.org/I4210105673|https://openalex.org/I4210145666,True|False,,0.04980434,1,https://openalex.org/I4210105673|https://openalex.org/I4210145666,Industrial Impact and Lessons Learned,https://doi.org/10.1007/978-90-481-9849-8_17,,0.0,False,en,False,closed,Embedded systems,https://openalex.org/P4310319965,Springer Nature,https://openalex.org/S4210199870,2193-0155,book series,Innovation and Knowledge Management,2010-01-01,2010,book-chapter
https://openalex.org/W2911654280,,,,,,,,,,,,,9,,Proceedings of the 2014 international workshop on Long-term industrial collaboration on software engineering,https://doi.org/10.1145/2647648,,,False,en,False,closed,,,,,,,Software System Performance and Reliability,2014-09-16,2014,paratext
